,title,category,running_time,watch_date,watch_time,watched_YN
240,2023년 이제 변화하고 싶다면 : 송길영의 2023 생존법,노하우/스타일,18:57,2023-01-02,오전 10:23,1
241,1인분만 한다? 1억 모으기? MZ가 묻고 유현준이 답하다 | @Sherlock_HJ,인물/블로그,16:36,2023-01-02,오전 9:36,1
242,【롤】 '아쉬운 AP의 문제'와 라이엇의 공식 입장,게임,3:56,2023-01-02,오전 9:26,1
243,"😤게이머의 연대서명은 무의미하지 않았습니다! [게관위 감사 확정, 확률형 아이템 규제, 카트라이더 트럭시위]",게임,8:17,2023-01-02,오전 9:19,1
244,🤬NC 신작은 결국 '리니지3' 였다. [쓰론 앤 리버티(TL) 프리뷰],게임,10:47,2023-01-02,오전 9:11,1
245,"ㄹㅇ 정신 나갈 것 같은 와일드헌터 마지막 육성.. [팡이요,  메이플스토리]",게임,11:04,2023-01-01,오후 7:55,1
246,"메이플 🍄2023년 45개 전직업 코멘트, 소개 & 추천 영상🍄",게임,20:29,2023-01-01,오후 7:41,1
247,'트렌드' 쫓지 말고 'OO'에 주목하세요 : 송길영의 2023 트렌드 분석,노하우/스타일,34:56,2023-01-01,오후 2:15,1
248,[G식백과 선정] 2022년 웃음벨 감동벨 게임뉴스 총정리,게임,10:48,2023-01-01,오후 1:59,1
249,만날수록 당신을 가난하게 만드는 사람의 특징,노하우/스타일,11:55,2023-01-01,오후 1:48,1
250,올해 쏘카의 행보를 주목해라?,과학기술,51:53,2023-01-01,오후 1:48,1
251,두뇌에 최악인 스마트폰? 오히려 지능을 높여주는 4가지 습관,노하우/스타일,17:30,2023-01-01,오후 1:47,1
252,메이플 ❄️겨울 코인샵은 버닝 월드를 반드시 하셔야합니다❄️,게임,8:46,2023-01-01,오전 11:36,1
253,메이플 와헌 닭뛰3 시간당 1.6만 빌드,게임,6:17,2022-12-31,오후 8:45,1
254,글자 생방 연말방송 1년만에 도구즈 6인 모두 모였습니다!!! 메이플,게임,2:51:13,2022-12-31,오후 8:16,1
255,"은퇴한 대기업 임원 ""완전히 내려놨죠"" / SBS / 모아보는 뉴스",뉴스,10:57,2022-12-31,오전 10:08,1
256,갑자기 운영자가 개멋있는 카트바디를 공짜로 뿌리고 있다...,게임,12:08,2022-12-31,오전 9:59,1
257,리부트에서 하이퍼버닝 다크나이트 쌩무자본 육성 찍먹해보기ㅋㅋㅋ,게임,7:41,2022-12-31,오전 9:52,1
258,데붕이 250 마무리날 유니온으로 진격캐넌 스펙업...,게임,2:47:13,2022-12-30,오후 3:55,1
259,글자네피시방 메이플 점유율 2위 실화야? 이게 갓겜이지ㅋㅋㅋ,게임,9:06,2022-12-30,오후 3:35,1
260,면접 절대완벽 유형 | 절대 이렇게 대답하면 안 되는 이유,노하우/스타일,0:40,2022-12-30,오후 3:35,1
261,맵 만들었는데 버그로 다 털렸습니다..,게임,6:40,2022-12-30,오후 3:29,1
262,넥슨 본사 찾아가서 초보자 아케인리버 보내기,게임,12:26,2022-12-30,오후 3:22,1
263,내가 매일 18시간씩 일하는 이유,노하우/스타일,6:54,2022-12-30,오후 3:17,1
264,상상도못한직업 ㅋㅋ사냥 보스부터 꿀팁까지! 초고렙 초보자 체험!!,게임,10:06,2022-12-30,오후 3:09,1
265,상향받고 엄청나게 강력해진 진캐...바이퍼 정말 할만합니다! [ 이세계 메이플 EP.53 ],게임,9:57,2022-12-30,오후 3:08,1
266,에테22 7칠흑 미친스펙 신직업칼리ㄷㄷ 어느정도일지 한번 봅시다!,게임,10:52,2022-12-30,오후 3:07,1
267,본캐 스펙업을 위해 하이퍼버닝 데몬어벤져 육성을 시작합니다!,게임,8:17,2022-12-30,오후 2:59,1
268,하이퍼버닝 사전준비하다가 인생이 망해버렸습니다..,게임,10:03,2022-12-30,오후 2:51,1
269,취업 준비가 길어지는 이유,노하우/스타일,0:58,2022-12-30,오후 1:32,1
270,메이플에 5억 쓴 고인물의 하이퍼버닝 직업추천!! [메이플스토리/명훈],게임,1:42:14,2022-12-30,오후 1:18,1
271,꼴보기 싫은 남편 친구 1위,노하우/스타일,9:06,2022-12-30,오후 1:15,1
272,"[메이플] 지금부터 일주일만 진행하는 슈피겔만의 투게더 위크 1~3분 컷 공략법, 깨알 꿀팁, 이벤트 보상(슈피겔만의 조리실,마스터 라이더,꼬치의 달인,미니게임)",게임,5:19,2022-12-30,오전 1:27,1
273,"주 52시간 개편, 근무시간 줄어들 수 있을까",인물/블로그?,23:36,2022-12-30,오전 1:11,
274,회사에서 혼날 때 정신승리하는 법,노하우/스타일,5:55,2022-12-30,오전 1:04,1
275,회사에서 사고쳤을 때 기억해야 할 명언 모음.zip,노하우/스타일,6:10,2022-12-30,오전 12:58,1
276,직장인 위기탈출 넘버원🏃‍♂️ 회사에서 사고 쳤을 때 현명하게 대처하는 법,노하우/스타일,8:51,2022-12-30,오전 12:49,1
277,신입 제발 '이거' 하지마라... 신입사원이 하지 말아야 할 7가지,노하우/스타일,13:07,2022-12-30,오전 12:35,1
278,첫출근 인사부터 첫출근 필수템까지! 출근 전에 꼭 보세요!,노하우/스타일,15:15,2022-12-30,오전 12:19,1
279,왜 연봉을 13으로 나눠???😲 연봉구조 꼭 알아둬야 하는 이유,노하우/스타일,13:20,2022-12-30,오전 12:05,1
280,[메이플스토리 맑음] 몰랐던 꿀팁 100% 있습니다! 메이플 하면서 알아두면 평생 유용한 꿀팁 57가지 정리,게임,11:39,2022-12-29,오후 11:51,1
281,"""전 국민에 학습 휴가""...대학 문턱 더 낮춘다 / YTN",뉴스,2:29,2022-12-29,오후 11:51,1
282,SNL |  채수빈 개인기를 보고 터져 나온 남자의 본심 (3편),코미디,1:00,2022-12-29,오후 11:50,1
283,"[현장영상] ""서울시가 안줬다"" ""세 차례 제공""…행안부-서울시 답변 엇갈렸다 / JTBC News",뉴스,10:01,2022-12-29,오후 11:38,1
284,ENG) 비전공자 개발자 취준생의 밤을 본 현직 개발자의 반응 [모두가 잠든 밤],노하우/스타일,13:05,2022-12-29,오후 11:35,1
285,다 가짜 연기였던 브이로그 유튜버,노하우/스타일,0:18,2022-12-29,오후 11:34,0
286,"중소기업 거르는 필살기, 잡플래닛 평점은 거들 뿐, 면접 90% 합격 비법 까지~ 구직자 필청!!!",노하우/스타일,6:46,2022-12-29,오후 11:29,1
287,채용공고만 봐도👀 악덕 회사인지 보인다? 🏢나쁜 회사 거르는 법,노하우/스타일,6:54,2022-12-29,오후 11:23,1
288,Witcher 3: How to Kill Everyone in White Orchard. (more or less),게임,3:29,2022-12-29,오후 11:21,0
289,𝙑𝙇𝙊𝙂. 데이터 분석가 하루 일과 | 창업 2년차 IT 스타트업 | 패스트파이브(패파) 서울숲점 후기 | 성수 직장인 브이로그,노하우/스타일,21:29,2022-12-29,오후 11:20,0
290,부트캠프 가셔도 실패하는 분 특징. 12년차 개발자가 말하는 프로그래머 롱런하는 방법,노하우/스타일,8:21,2022-12-29,오후 11:15,1
291,프론트엔드와 백엔드의 차이로 고민하고 계시다면 | 개발자가 진짜로 집중해야할 것,노하우/스타일,7:05,2022-12-29,오후 11:09,1
292,이 PC견적 추천해서 욕먹으면 저에게 쌍욕 토스하세요!!! 절대 욕 안먹는 컴퓨터 견적!!! | 용팔이 훈련소,과학기술,8:30,2022-12-29,오후 11:04,1
293,"중소기업 정규직 vs. 취준 한시즌 더해서 대기업 도전, 대신 결정해드리겠습니다! [대.결.남]",노하우/스타일,10:12,2022-12-29,오후 10:59,1
294,"2000만원 초반 낮은 연봉,  합격 후 입사포기해야할까?",노하우/스타일,9:11,2022-12-29,오전 10:38,1
295,"아무도 안 하는 미친 짓을 이 사람은 합니다.. [팡이요,  메이플스토리]",게임,9:33,2022-12-29,오전 12:44,1
296,10년 전 유행하던 무기에 왜 진심인건데   #shorts,게임,1:00,2022-12-29,오전 12:42,1
297,"중소기업, 이 3가지로 판단하세요. 믿고 걸러야하는 중소기업 vs 그냥 가봐도 좋은 중소기업",노하우/스타일,11:09,2022-12-28,오후 11:19,1
298,2023 만능 풀스택 개발자가 되기 위한 공부 순서 (ft. Udemy),노하우/스타일,5:46,2022-12-28,오후 11:13,1
299,[#어쩌다어른] (1시간) 당신 주위에 소시오패스가 있다😮?! 심리학자가 알려주는 소시오패스 구별 방법과 특징 | #편집자는,교육,53:13,2022-12-28,오후 11:11,0
300,"[한눈에 이슈] 건실하던 대기업, 공공기관도...경기 악화에 이런 결정까지/ KBS 2022.12.28.",뉴스,10:25,2022-12-28,오후 11:01,1
301,새로온 직원이 필요없다는데도 괴상한(?) 최고사양으로 PC 맞춰줬습니다.,인물/블로그,18:36,2022-12-28,오후 10:41,1
302,AI가 인간을 능가하면 벌어지는 일들,과학기술,30:32,2022-12-28,오후 10:10,1
303,Curiosity driven AI learns to play Mario,과학기술,2:36,2022-12-28,오후 8:21,1
304,"Curiosity driven Super Mario, before and after 5000 DRL Training Epochs",과학기술,0:50,2022-12-28,오후 8:20,1
305,SuperMario-Curiosity-Driven-Extension,과학기술,0:56,2022-12-28,오후 8:19,1
306,연봉 안오르는 개발자특징 ) 5. 실력없는데 말빨로 승부하는 개발자,노하우/스타일,8:26,2022-12-28,오후 8:14,1
307,🔥서비스 종료 소식에 '9년 동안 묵혀놓았던 역대급 초희귀 카트' 를 꺼냈습니다...,게임,9:13,2022-12-28,오후 8:11,1
308,더 나은 내일을 위한 카카오의 약속 | if(kakao)dev2022,인물/블로그?,34:06,2022-12-28,오전 9:44,1
309,[특강] IT 대기업 100%  합격하는 방법,노하우/스타일,25:15,2022-12-28,오전 9:44,1
310,그래도 안 깨집니다 | 강화유리 사기 전 봐야할 영상,노하우/스타일,40:09,2022-12-28,오전 9:43,0
311,(입중계) 대한민국 vs 가나 with 하이라이트,스포츠?,3:04:31,2022-12-28,오전 2:03,0
312,붕어빵 사냥 [닌자 머스트 다이],게임,16:44,2022-12-28,오전 1:46,1
313,"미쳤따리 미쳤다!🥳 성능, 디자인, 조작감 전부 역대급 UMPC '아야네오 2'",과학기술,11:16,2022-12-28,오전 1:42,1
314,[메이플] 리마스터 1.7 플위 스우 5분컷!!,게임,5:41,2022-12-27,오후 10:19,1
315,메강력 캡존탁의 야간 메이플 [메이플:LIVE],게임,8:42:09,2022-12-27,오후 10:16,1
316,"메악귀가 알려주는 하이퍼 버닝 직업 추천 [메이플스토리, 페이지]",게임,6:28,2022-12-27,오후 10:13,1
317,하이퍼버닝 유입 메린이분들 지금 이 템세팅은 절대 하지마세요!!,게임,11:49,2022-12-27,오후 10:12,1
318,에테르넬 굉장하다,게임,0:30,2022-12-27,오후 10:12,1
319,"위쳐 3 차세대 버전 ""무조건 따라하기"" 끝내주게 재밌다(기타 꿀팁 및 불사신 스킬)",게임,25:58,2022-12-27,오후 10:10,1
320,Witcher 3: Don't Miss These Quests in the Next Gen Edition.,게임,13:41,2022-12-27,오후 10:08,1
321,"토플 단기간 고득점 공부방법 모두 공개합니다 | 리딩, 리스닝 꿀팁과 스피킹 라이팅 템플릿 공유",노하우/스타일,12:24,2022-12-27,오후 10:07,0
322,"[현장영상] 대통령에게 참사 보고받은 이상민 ""문제 있다고 생각하지 않는다"" / JTBC News",뉴스,6:00,2022-12-27,오후 10:01,1
323,"[가야가야를 만나다] 월 1억, 매장 4개 냈던 '골목식당' 백종원 극찬 대박맛집...충격적인 현재 근황 (직접 먹어봤습니다)",인물/블로그?,7:00,2022-12-27,오후 9:57,0
324,SK 하이닉스 Gold P31 막차 특집!,과학기술?,1:10:34,2022-12-27,오후 9:56,1
325,[오리건 트레일] 마차로 미국 대륙을 횡단하는 꿀잼 생존게임🐮 (The Oregon Trail),게임,5:25:26,2022-12-27,오후 1:40,0
326,AMD Ryzen 7 5700X + RTX 3060Ti - Test in 16 Games,게임?,38:46,2022-12-27,오후 1:40,1
327,RTX 3080 vs RTX 3080 Ti vs RTX 4080 Test in 7 Games // 4K // Benchmark,게임?,6:59,2022-12-27,오후 1:38,1
328,GTX 1060 vs RTX 3060 - How Big is the Difference?,게임?,9:49,2022-12-27,오후 1:37,1
329,DDR5 6400 VS DDR5 7200 을 쓰면 RTX 4090 프레임은? / PALIT RTX 4090 GAMEROCK OC REVIEW,과학기술?,6:37,2022-12-27,오후 1:34,1
