,title,channel,running_time,watch_date,watch_time,category,watched_YN
190,수백 개의 포트폴리오를 본 면접관이 알려주는 포폴 준비하는 방법,면접왕 이형,10:22,2023-01-25,오후 5:29,,1
191,100명이 넘는 학생을 취업시켰습니다. 좋은 개발자 포트폴리오 나쁜 포트폴리오 전격 비교,코딩알려주는누나,15:22,2023-01-25,오후 5:20,,1
192,"서비스기획자 취업준비 자기소개서, 포트폴리오 총정리 | 무경력 신입 서류작성 팁",곰사원은 곰대표,12:13,2023-01-25,오후 5:13,,1
193,남자들이 20대를 만나려는 이유 2부,직업의모든것,10:48,2023-01-25,오후 5:08,,1
194,30대 예쁜 여자가 노처녀가 되어가는 과정 1부,직업의모든것,8:43,2023-01-25,오후 5:04,,1
195,"커리어를 성장시키는 자기계발 모임, 독서모임, 소모임 네트워킹 행사.zip | 트레바리 추천 후기",곰사원은 곰대표,12:50,2023-01-25,오후 4:59,,1
196,연애 시장에서 인기 없는 사람들이 가진 공통점,김달,11:58,2023-01-25,오후 4:12,,1
197,"2030, 제발 비혼 주의에 물들지 마세요",김달,16:22,2023-01-25,오후 4:04,,1
198,이런 남자 한 번 만나면 여자 인생 다 망칩니다,김달,10:33,2023-01-25,오후 3:58,,1
199,만날수록 질리는 남자 특징,김달,9:42,2023-01-25,오후 3:53,,1
200,"직장인이 후회하지 않으려면 해야할 단 1가지(대기업,전문직도 예외없음)",자유여량,6:10,2023-01-25,오후 3:52,,1
201,이제 인공지능은 기술이 아니라 마인드셋에 답이 있다 | 오순영 KB국민은행 금융AI센터장 | #CES #인공지능 #미래 | 세바시 1614회,세바시 강연 Sebasi Talk,23:51,2023-01-25,오후 12:43,,1
202,2023 년 신입 직원 공개 모집 안내-허수아비 컴퓨터 ヾ(＾-＾)ノ,허수아비,6:02,2023-01-25,오후 12:39,,1
203,PC 견적 한 번 보러 왔을 뿐인데 기가 차실겁니다. 2023년 용산 용팔이가 되어버린 스주형의 만행  | 용팔이 훈련소,용팔이 훈련소,10:24,2023-01-25,오후 12:35,,1
204,Ep 5. 데이터 엔지니어가 하는 일은? 데이터 엔지니어 공부 방법! (저만의 공부 방법 포함!),카일스쿨,17:53,2023-01-24,오전 11:06,,1
205,[U+ME] 데이터📊 어디까지 다뤄봤니? 데이터 엔지니어링 직무의 모든 것!,LG Uplus,4:43,2023-01-24,오전 11:05,,1
206,Ep(192) ChatGPT 사용 금지합니다!,데이터홀릭,1:19:24,2023-01-24,오전 11:04,,1
207,Ep(193) Data Engineer 로드맵 톺아보기,데이터홀릭,47:00,2023-01-24,오전 10:31,,1
208,[강연] Acts of a Darwin’s Apostle [다윈 사도 행전] _ by최재천 ㅣ 2022 가을 카오스강연 '진화' 10강,카오스 사이언스,2:05:55,2023-01-24,오전 10:31,,0
209,중국의 애플 맥북 마개조 현장.. 진짜 이렇게 팝니다ㅋㅋㅋㅋ,뻘짓연구소,8:36,2023-01-24,오전 8:21,,1
210,2년만에 나온 삼성의 끝판왕 SSD 가지고 왔습니다,눈쟁이,14:52,2023-01-24,오전 8:10,,1
211,[NDC22] 환영사,NDC,7:10,2023-01-24,오전 8:10,,0
212,[최강1교시] EP.03 타인과의 비교는 후회를 낳는다 I 판단과 의사결정에 숨은 심리 I 인지심리학자 김경일,캐내네 스피치,18:04,2023-01-24,오전 8:10,,1
213,Bdd 인터뷰 | KT vs. 농심 | 01.22 | 2023 LCK 스프링 스플릿,LCK,3:08,2023-01-22,오후 11:26,,1
214,용금님이 하사하시는 6꽉福이니라~ | KT vs. 농심 게임3 하이라이트 | 01.22 | 2023 LCK 스프링 스플릿,LCK,6:24,2023-01-22,오후 11:18,,1
215,스팀 역대급 설날 세일!! 무료 게임 2개 + 90% 할인 - 무조건 사야 하는 스팀 할인 게임 추천,시넌쓰,15:18,2023-01-21,오후 2:01,,1
216,가성비 지리는 만원 미만 스팀 명작 할인 게임 추천!! - 스팀/다이렉트 게임즈 겨울 할인 추천,시넌쓰,12:52,2023-01-21,오후 1:59,,1
217,싸게 질러 설날에 즐겨보자 | 스팀할인! 최대 90%할인!,인디테이머,11:45,2023-01-21,오후 1:58,,1
218,"🤔전에 ㅈㄴ 당당하던데 한 번 회의록 까볼까? [게관위 회의록 공개, P2E 중지, 롤 신작게임, 유비소프트 근황, 라오어 드라마]",영래기,8:42,2023-01-20,오후 7:00,,1
219,워크래프트 RTS 시리즈는 왜 끝나버렸을까?,펭귄몬스터,10:41,2023-01-20,오후 6:53,,1
220,대기업으로 이직해도 해결되지 않는 것,퇴사한 이형,7:03,2023-01-20,오후 6:44,,1
221,무조건 몰랐을 라면 가짜뉴스,너 진짜 똑똑하다,10:21,2023-01-20,오후 6:38,,1
222,도대체 정부는 취준생을 위해 무엇을 하고 있나,면접왕 이형,12:02,2023-01-20,오후 6:35,,1
223,디플 기아 vs. 디알엑스 | 매치1 하이라이트 | 01.18 | 2023 LCK 스프링 스플릿,LCK,28:27,2023-01-19,오후 1:33,,1
224,[책이벤트] 행복하게 나이드는 마법의 네 가지 기둥 | 정희원 서울아산병원 노년내과 교수 | #건강 #운동 #성장  | 세바시 1615회,세바시 강연 Sebasi Talk,17:16,2023-01-19,오후 1:32,,0
225,젠지 vs. T1 | 매치2 하이라이트 | 01.18 | 2023 LCK 스프링 스플릿,LCK,30:05,2023-01-19,오후 1:03,,1
226,새삥 롤 누나 인사 올리옵니다!🙋‍♀️ | 언니수업 Ep.1,LCK,12:40,2023-01-19,오후 12:59,,1
227,[명훈] 신캐 칼리 오픈런 드가자!!!(찍먹캐) 메이플,채널 명예훈장,11:55:00,2023-01-19,오후 12:39,,0
228,글자 생방 3천억 템셋 신직업[칼리]2일차 육성! 열렙드가자!!  메이플,글자네 YouTube,1:05:14:33,2023-01-19,오후 12:35,,0
229,"총 공사비 9조원, 3기 지하철이 모두 지어진 서울의 모습은?",역쟁이TV,9:57,2023-01-17,오후 8:37,,0
230,갓생을 꿈꾸던 대학생이 세계 170개 국가의 아침을 깨우기까지 | 알라미,EO 이오,13:08,2023-01-17,오후 8:36,,0
231,딥러닝을 이용한 자연어처리 입문 7시간 완성 - [서울대 박사 SCI(E)급 논문 7편],메타코드M,7:40:12,2023-01-16,오후 5:06,,0
232,망한 면접 특징 | 면접에서 절대 이렇게 대답하지 마세요,면접왕 이형,0:57,2023-01-16,오후 5:05,,1
233,결정적인 순간에 들어온 룸메이트ㅋㅋㅋㅋㅋㅋ,요지경,0:53,2023-01-16,오후 5:05,,0
234,'우리 애 공부 어떡하라고'...'40층 초품아'에 뿔난 부모들 / KBS  2023.01.11.,KBS News,1:58,2023-01-16,오후 4:54,,1
235,"[자막뉴스] ""진짜 배신감 엄청납니다""…에듀윌 게시판에 쏟아진 후기글 보니 / JTBC News",JTBC News,1:33,2023-01-15,오후 4:49,,0
236,이미 선을 넘어버린 프랜차이즈 갑질,호갱구조대,9:25,2023-01-15,오후 4:43,,1
237,"대기업 입사한지 '딱' 3개월만에 느낀점 | 직장인이 회사에서 배우고, 깨달은 모든 것들",만만송,10:36,2023-01-15,오후 3:27,,1
238,LCK 재벌집 막내해설,LCK,7:29,2023-01-15,오후 3:22,,0
239,"게임 그래픽의 두 번째 진화, 언리얼 엔진 5.1",RYU Russell 러셀,10:12,2023-01-15,오후 3:14,,1
240,「카트라이더 : 드리프트」 🔥이대로 정말 괜찮냐구요?,이중선,8:15,2023-01-15,오후 2:22,,1
241,보이는전화주문(브이오더) 스파이더아이앤씨,이경철,2:08,2023-01-14,오후 4:59,,0
242,05-3: Text Representation II - Distributed Representation Part 3 (GloVe & FastText),고려대학교 산업경영공학부 DSBA 연구실,24:56,2023-01-14,오후 4:11,,0
243,무엇을 상상하든 상상 이하 ! 대기업 SI/SM IT 개발자의 하루 일과 전격공개 ⭐️,복JOB한 세상,10:16,2023-01-14,오후 3:57,,0
244,딥러닝을 이용한 자연어처리 입문 7시간 완성 - [서울대 박사 SCI(E)급 논문 7편],메타코드M,7:40:12,2023-01-14,오후 3:46,,0
245,이런 사람은 코딩 배워도 실패합니다. 10년차 개발자가 말하는 개발자 취업 | 프로그래머 | 분야 | 현실 | 준비 | 국비지원 | 부트캠프 | 고졸 | 백엔드 | 프론트엔드,장코딩 jangcoding,11:18,2023-01-14,오후 3:44,,1
246,"[자막뉴스] 한국, 어쩌다 이 지경...美서 온 운동기구 쪼갰더니 / YTN", YTN,1:47,2023-01-14,오후 3:02,,1
247,부트캠프 비전공자 출신 개발자가 이 영상을 꼭 봐야 하는 이유 3가지,메타코드M,6:33,2023-01-14,오후 1:23,,1
248,[개발자 취업] 비전공자 부트캠프 고민한다면 꼭 보세요 #shorts,메타코드M,0:58,2023-01-14,오후 1:22,,1
249,[SCI급 AI 논문 리뷰] 자율주행에 모방학습 개념이 중요한 이유,메타코드M,10:50,2023-01-14,오후 1:21,,0
250,"깃, 깃허브 한번에 이해시켜드리고 포트폴리오 올리는 법까지 알려드림.  15분안에 당신은 Github 전문가가 됩니다",코딩알려주는누나,16:53,2023-01-14,오전 12:35,,1
251,넥슨 제재 착수…벼랑 내몰린 확률형 아이템/한국경제TV뉴스,한국경제TV뉴스,7:02,2023-01-12,오후 12:09,,1
252,면접관이 5초만 봐도 합격시키고 싶은 자소서 작성법 3가지,면접왕 이형,7:46,2023-01-12,오전 10:10,,1
253,리얼 면접 상황 | 면접 보기 전 꼭 해보세요,면접왕 이형,16:23,2023-01-12,오전 10:10,,1
254,안 들킬 줄 알았나요?,사망여우TV,7:00,2023-01-12,오전 8:42,,0
255,회사에서 승진의 기회를 만드는 방법,퇴사한 이형,8:54,2023-01-12,오전 8:22,,1
256,[짤툰 오리지널] 중소기업 구인난,짤툰,3:01,2023-01-10,오후 4:03,,1
257,SNL |  존나 킹받아서 흑화된 김슬기 ㄷㄷㄷ (4편),예능엑기스,1:00,2023-01-10,오후 4:02,,1
258,끝없이 늘어나는 카페…그 뒤에 숨은 '씁쓸한 이유' / SBS / 친절한 경제,SBS 뉴스,5:18,2023-01-10,오후 4:01,,1
259,이미 망한 지원동기 특,면접왕 이형,9:47,2023-01-10,오전 10:54,,1
260,합격하려면 지원동기 이렇게 쓰세요,면접왕 이형,9:22,2023-01-10,오전 10:39,,1
261,"[산학TV] 1회. 기업의 미래, 산학협력으로 한계를 돌파하라",콜라보산학,3:44,2023-01-10,오전 9:18,,0
262,"며칠 전, 또 1개 사용하셨습니다.",하와이 대저택,10:45,2023-01-10,오전 9:06,,1
263,"""니남친 토끼라며? ㅋㅋㅋ"" 주현영과 김슬기의 숨막히는 남친논쟁  #snl",크크박스 - 심심할때 딱 1분만,0:56,2023-01-10,오전 9:03,,1
264,제발 ‘목차’ 좀 넣지 마세요... ㅋㅋㅋ,페이퍼로지 PPT,0:51,2023-01-10,오전 9:02,,1
265,역량 여기서 뽑아쓰자! 필살기 엣지있게 만들기: 역량구조도,면접왕 이형,7:39,2023-01-10,오전 8:57,,1
266,경험 결론과 과정정리도 이걸로! 필살기 엣지있게 만들기: 4P,면접왕 이형,6:15,2023-01-10,오전 8:53,,1
267,"어디서부터 말해될지 모르겠다고? 필살기 엣지있게 만들기: 3C (배경과 의도, 핵심만 말하자!)",면접왕 이형,7:08,2023-01-10,오전 8:45,,1
268,애매하게 구는 남자들은 이렇게 해야 넘어옵니다,김달,12:34,2023-01-10,오전 8:21,,1
269,AI One Team Story 1화 - 자연어 처리(KAIST 서민준 교수),KT - 케이티,12:23,2023-01-09,오후 3:14,,0
270,"아직 실감이 나지 않지만, 그동안 고생 많으셨습니다 (3월 31일 서버 종료)",형독방송,8:02,2023-01-09,오후 2:33,,0
271,남자들은 이런 말 하는 여자는 일단 거르고 시작합니다,김달,9:55,2023-01-09,오후 1:59,,1
272,메이플이 밸패를 ㅈㄴ 답답하게 하는 이유 [메이플스토리 내부데이터 기반 밸런스패치],메이플 이득충,19:24,2023-01-09,오후 1:59,,1
273,회사 후배에게 꼭 가르쳐줘야 할까,퇴사한 이형,7:45,2023-01-07,오후 9:35,,1
274,이걸 또 올리네;; 애플 배터리 교체받으실 분들은 3월 전에 미리 받으세요. 제발,ITSub잇섭,10:51,2023-01-07,오후 9:34,,0
275,[NDC] Don't Get Bored - 오래해도 재미있는 게임을 만들기 위한 '메이플스토리'의 시도들,NDC,25:16,2023-01-07,오후 8:59,,1
276,메이플이 밸패를 ㅈㄴ 답답하게 하는 이유 [메이플스토리 내부데이터 기반 밸런스패치],메이플 이득충,19:24,2023-01-07,오후 8:46,,1
277,리부트 스펙업 이렇게 하는 거 아닌가요???,글자네 YouTube,8:21,2023-01-07,오후 8:28,,0
278,1-4. 분석 시작 전 가설 세우기 [데이터 분석을 위한 SQL 프로젝트 무료 강의],데이터리안 Datarian,10:04,2023-01-07,오후 8:20,,0
279,올 해는 진짜 어려워요. 안전띠 꽉 잡아요!,지식한입,12:31,2023-01-07,오후 8:14,,1
280,고백 성공률 100% 모태솔로도 15년 후 연애 할 수 있습니다 [ G식의밤 시즌3 디트로이트: 비컴 휴먼 #2 ],김성회의 G식백과,51:43,2023-01-07,오후 8:07,,0
281,"""부자가 되고싶어요."" 자본주의에 대한 한국인들의 '치명적인' 착각 (前신사임당 주언규 1부)",지식인사이드,16:38,2023-01-07,오후 7:49,,1
282,"""섭종한다고 완전 미친 카트를 그냥 주네요"" 🔥근본 끝판왕 『세이버 SRX V1』 리뷰!!",이중선,9:53,2023-01-07,오후 7:42,,0
283,"[메이플스토리 맑음] 메이플 만렙 (Lv.300)을 직접 찍어봤습니다 최근 공개된 만렙 보상과 레벨 300만 받을 수 있는 보상,혜택의 비밀 공개!",메이플스토리맑음,8:02,2023-01-07,오후 7:34,,1
284,트페 미친 개사기로 만든 라이엇 ㄷㄷ; 다음 13.1 패치 미리보기!,롤박사 해도리,4:56,2023-01-05,오후 5:30,,1
285,마커스워십 - 생명의 빛 (심종호 인도),MARKERS WORSHIP,4:59,2023-01-04,오후 10:56,,1
286,생명의 빛 - 마커스워십 | Be Your light | 심종호 인도,MARKERS WORSHIP,5:18,2023-01-04,오후 10:51,,1
287,[인공지능/딥러닝]  1조 MOOD MAEKR,코드프레소,1:42,2023-01-04,오후 6:07,,0
288,[프로젝트발표영상] 배달 매출 예측 분석,SKplanet Tacademy,10:30,2023-01-04,오후 6:05,,0
289,[프로젝트발표영상] 수도권 아파트 시장 트랜드 분석,SKplanet Tacademy,12:48,2023-01-04,오후 6:03,,0
290,[프로젝트발표영상] 개인화 음악 추천서비스 웹 데모 구축,SKplanet Tacademy,12:05,2023-01-04,오후 4:11,,0
291,지구하러갈래 머신러닝 프로젝트 presentation,지구하러 갈래?,5:07,2023-01-04,오후 2:36,,0
292,"[AIFFEL 프로젝트 발표] AI 음식 이미지 인식, 분류 연구 및 MLOPs 퍼블리싱 최종 발표",모두의연구소,22:05,2023-01-04,오후 2:30,,0
293,세계최초 3D MMORTS는 왜 망했을까,펭귄몬스터,9:24,2023-01-04,오후 1:17,,1
294,에어팟 끼고 일 하지 말랫지!! SNL코리아,쇼츠 다나와,0:59,2023-01-04,오전 9:49,,1
295,안 들킬 줄 알았나요?,사망여우TV,7:00,2023-01-04,오전 8:49,,1
296,"[한눈에 이슈] ""내년이 더 무섭다"" '소비 절벽' 현실화 되나...안 오르는 게 없다 / KBS 2022.12.31.",KBS News,17:02,2023-01-02,오후 5:19,,1
297,[메이플스토리 맑음] 오늘 꼭 알아야할 주의사항과 신규직업 칼리 육성 보상 + 준비 꿀팁 & 3주차 이벤트 정리,메이플스토리맑음,12:03,2023-01-02,오후 5:08,,1
298,이거 하나만큼은 꼭 확인해 보세요,김달,10:26,2023-01-02,오후 12:52,,0
299,[메이플스토리 월드] [갖다써요 제발] 대화 시스템,김석구,16:45,2023-01-02,오후 12:39,,1
300,[메똥꼬쇼]메이플 본캐 비추천 1위 직업. 제가 대신 해보겠습니다.,모아요,13:12,2023-01-02,오전 11:56,,1
301,남자 면접 헤어 | 면접 헤어 셀프스타일링 팁 남자 편! [면접 꿀TIP],AND (ft.인싸담당자),15:45,2023-01-02,오전 11:44,,1
302,2023년 이제 변화하고 싶다면 : 송길영의 2023 생존법,셜록현준,18:57,2023-01-02,오전 10:23,,1
303,'트렌드' 쫓지 말고 'OO'에 주목하세요 : 송길영의 2023 트렌드 분석,셜록현준,34:56,2023-01-02,오전 9:55,,1
304,1인분만 한다? 1억 모으기? MZ가 묻고 유현준이 답하다 | @Sherlock_HJ,생활변화관측소,16:36,2023-01-02,오전 9:36,,1
305,【롤】 '아쉬운 AP의 문제'와 라이엇의 공식 입장,THIRD[롤 백과사전],3:56,2023-01-02,오전 9:26,,1
306,"😤게이머의 연대서명은 무의미하지 않았습니다! [게관위 감사 확정, 확률형 아이템 규제, 카트라이더 트럭시위]",영래기,8:17,2023-01-02,오전 9:19,,1
307,🤬NC 신작은 결국 '리니지3' 였다. [쓰론 앤 리버티(TL) 프리뷰],영래기,10:47,2023-01-02,오전 9:11,,0
308,"ㄹㅇ 정신 나갈 것 같은 와일드헌터 마지막 육성.. [팡이요,  메이플스토리]",팡이요,11:04,2023-01-01,오후 7:55,,0
309,"메이플 🍄2023년 45개 전직업 코멘트, 소개 & 추천 영상🍄",오징93,20:29,2023-01-01,오후 7:41,,0
310,'트렌드' 쫓지 말고 'OO'에 주목하세요 : 송길영의 2023 트렌드 분석,셜록현준,34:56,2023-01-01,오후 2:15,,1
311,[G식백과 선정] 2022년 웃음벨 감동벨 게임뉴스 총정리,김성회의 G식백과,10:48,2023-01-01,오후 1:59,,1
312,만날수록 당신을 가난하게 만드는 사람의 특징,현대표(노아AI),11:55,2023-01-01,오후 1:48,,1
313,올해 쏘카의 행보를 주목해라?,티타임즈TV,51:53,2023-01-01,오후 1:48,,0
314,두뇌에 최악인 스마트폰? 오히려 지능을 높여주는 4가지 습관,"라이프해커,자청",17:30,2023-01-01,오후 1:47,,1
315,메이플 ❄️겨울 코인샵은 버닝 월드를 반드시 하셔야합니다❄️,오징93,8:46,2023-01-01,오전 11:36,,0
316,메이플 와헌 닭뛰3 시간당 1.6만 빌드,91,6:17,2022-12-31,오후 8:45,,1
317,글자 생방 연말방송 1년만에 도구즈 6인 모두 모였습니다!!! 메이플,글자네 YouTube,2:51:13,2022-12-31,오후 8:16,,1
318,"은퇴한 대기업 임원 ""완전히 내려놨죠"" / SBS / 모아보는 뉴스",SBS 뉴스,10:57,2022-12-31,오전 10:08,,1
319,갑자기 운영자가 개멋있는 카트바디를 공짜로 뿌리고 있다...,형독방송,12:08,2022-12-31,오전 9:59,,0
320,리부트에서 하이퍼버닝 다크나이트 쌩무자본 육성 찍먹해보기ㅋㅋㅋ,글자네 YouTube,7:41,2022-12-31,오전 9:52,,0
321,데붕이 250 마무리날 유니온으로 진격캐넌 스펙업...,진격캐넌,2:47:13,2022-12-30,오후 3:55,,1
322,글자네피시방 메이플 점유율 2위 실화야? 이게 갓겜이지ㅋㅋㅋ,글자네 YouTube,9:06,2022-12-30,오후 3:35,,1
323,면접 절대완벽 유형 | 절대 이렇게 대답하면 안 되는 이유,면접왕 이형,0:40,2022-12-30,오후 3:35,,1
324,맵 만들었는데 버그로 다 털렸습니다..,근성왕 겜마톡 GMT,6:40,2022-12-30,오후 3:29,,1
325,넥슨 본사 찾아가서 초보자 아케인리버 보내기,근성왕 겜마톡 GMT,12:26,2022-12-30,오후 3:22,,1
326,내가 매일 18시간씩 일하는 이유,근성왕 겜마톡 GMT,6:54,2022-12-30,오후 3:17,,1
327,상상도못한직업 ㅋㅋ사냥 보스부터 꿀팁까지! 초고렙 초보자 체험!!,진격캐넌,10:06,2022-12-30,오후 3:09,,1
328,상향받고 엄청나게 강력해진 진캐...바이퍼 정말 할만합니다! [ 이세계 메이플 EP.53 ],진격캐넌,9:57,2022-12-30,오후 3:08,,0
329,에테22 7칠흑 미친스펙 신직업칼리ㄷㄷ 어느정도일지 한번 봅시다!,진격캐넌,10:52,2022-12-30,오후 3:07,,0
330,본캐 스펙업을 위해 하이퍼버닝 데몬어벤져 육성을 시작합니다!,진격캐넌,8:17,2022-12-30,오후 2:59,,0
331,하이퍼버닝 사전준비하다가 인생이 망해버렸습니다..,진격캐넌,10:03,2022-12-30,오후 2:51,,1
332,취업 준비가 길어지는 이유,면접왕 이형,0:58,2022-12-30,오후 1:32,,1
333,메이플에 5억 쓴 고인물의 하이퍼버닝 직업추천!! [메이플스토리/명훈],채널 명예훈장,1:42:14,2022-12-30,오후 1:18,,1
334,꼴보기 싫은 남편 친구 1위,UPSub없섭,9:06,2022-12-30,오후 1:15,,0
335,"[메이플] 지금부터 일주일만 진행하는 슈피겔만의 투게더 위크 1~3분 컷 공략법, 깨알 꿀팁, 이벤트 보상(슈피겔만의 조리실,마스터 라이더,꼬치의 달인,미니게임)",아싸콜,5:19,2022-12-30,오전 1:27,,1
336,회사에서 혼날 때 정신승리하는 법,입사동기,5:55,2022-12-30,오전 1:04,,0
337,회사에서 사고쳤을 때 기억해야 할 명언 모음.zip,입사동기,6:10,2022-12-30,오전 12:58,,1
338,직장인 위기탈출 넘버원🏃‍♂️ 회사에서 사고 쳤을 때 현명하게 대처하는 법,입사동기,8:51,2022-12-30,오전 12:49,,1
339,신입 제발 '이거' 하지마라... 신입사원이 하지 말아야 할 7가지,입사동기,13:07,2022-12-30,오전 12:35,,1
340,첫출근 인사부터 첫출근 필수템까지! 출근 전에 꼭 보세요!,직장 튜토리얼,15:15,2022-12-30,오전 12:19,,1
341,왜 연봉을 13으로 나눠???😲 연봉구조 꼭 알아둬야 하는 이유,입사동기,13:20,2022-12-30,오전 12:05,,1
342,[메이플스토리 맑음] 몰랐던 꿀팁 100% 있습니다! 메이플 하면서 알아두면 평생 유용한 꿀팁 57가지 정리,메이플스토리맑음,11:39,2022-12-29,오후 11:51,,1
343,"""전 국민에 학습 휴가""...대학 문턱 더 낮춘다 / YTN", YTN,2:29,2022-12-29,오후 11:51,,1
344,SNL |  채수빈 개인기를 보고 터져 나온 남자의 본심 (3편),예능엑기스,1:00,2022-12-29,오후 11:50,,1
345,"[현장영상] ""서울시가 안줬다"" ""세 차례 제공""…행안부-서울시 답변 엇갈렸다 / JTBC News",JTBC News,10:01,2022-12-29,오후 11:38,,0
346,ENG) 비전공자 개발자 취준생의 밤을 본 현직 개발자의 반응 [모두가 잠든 밤],스튜디오V [ STUDIO V ],13:05,2022-12-29,오후 11:35,,1
347,다 가짜 연기였던 브이로그 유튜버,가요이 키우기 YoiKi,0:18,2022-12-29,오후 11:34,,0
348,"중소기업 거르는 필살기, 잡플래닛 평점은 거들 뿐, 면접 90% 합격 비법 까지~ 구직자 필청!!!",노가리곰,6:46,2022-12-29,오후 11:29,,1
349,채용공고만 봐도👀 악덕 회사인지 보인다? 🏢나쁜 회사 거르는 법,입사동기,6:54,2022-12-29,오후 11:23,,1
350,Witcher 3: How to Kill Everyone in White Orchard. (more or less),xLetalis,3:29,2022-12-29,오후 11:21,,1
351,𝙑𝙇𝙊𝙂. 데이터 분석가 하루 일과 | 창업 2년차 IT 스타트업 | 패스트파이브(패파) 서울숲점 후기 | 성수 직장인 브이로그,데이터리안 Datarian,21:29,2022-12-29,오후 11:20,,0
352,부트캠프 가셔도 실패하는 분 특징. 12년차 개발자가 말하는 프로그래머 롱런하는 방법,점선잇기,8:21,2022-12-29,오후 11:15,,1
353,프론트엔드와 백엔드의 차이로 고민하고 계시다면 | 개발자가 진짜로 집중해야할 것,점선잇기,7:05,2022-12-29,오후 11:09,,1
354,이 PC견적 추천해서 욕먹으면 저에게 쌍욕 토스하세요!!! 절대 욕 안먹는 컴퓨터 견적!!! | 용팔이 훈련소,용팔이 훈련소,8:30,2022-12-29,오후 11:04,,1
355,"중소기업 정규직 vs. 취준 한시즌 더해서 대기업 도전, 대신 결정해드리겠습니다! [대.결.남]",AND (ft.인싸담당자),10:12,2022-12-29,오후 10:59,,1
356,"2000만원 초반 낮은 연봉,  합격 후 입사포기해야할까?",면접왕 이형,9:11,2022-12-29,오전 10:38,,1
357,"아무도 안 하는 미친 짓을 이 사람은 합니다.. [팡이요,  메이플스토리]",팡이요,9:33,2022-12-29,오전 12:44,,1
358,10년 전 유행하던 무기에 왜 진심인건데   #shorts,글자네 YouTube,1:00,2022-12-29,오전 12:42,,1
359,"중소기업, 이 3가지로 판단하세요. 믿고 걸러야하는 중소기업 vs 그냥 가봐도 좋은 중소기업",면접왕 이형,11:09,2022-12-28,오후 11:19,,1
360,2023 만능 풀스택 개발자가 되기 위한 공부 순서 (ft. Udemy),조코딩 JoCoding,5:46,2022-12-28,오후 11:13,,0
361,[#어쩌다어른] (1시간) 당신 주위에 소시오패스가 있다😮?! 심리학자가 알려주는 소시오패스 구별 방법과 특징 | #편집자는,디글 :Diggle,53:13,2022-12-28,오후 11:11,,0
362,"[한눈에 이슈] 건실하던 대기업, 공공기관도...경기 악화에 이런 결정까지/ KBS 2022.12.28.",KBS News,10:25,2022-12-28,오후 11:01,,1
363,새로온 직원이 필요없다는데도 괴상한(?) 최고사양으로 PC 맞춰줬습니다.,ITSub잇섭,18:36,2022-12-28,오후 10:41,,1
364,AI가 인간을 능가하면 벌어지는 일들,슈카월드,30:32,2022-12-28,오후 10:10,,1
365,Curiosity driven AI learns to play Mario,Ruchir Aggarwal,2:36,2022-12-28,오후 8:21,,1
366,연봉 안오르는 개발자특징 ) 5. 실력없는데 말빨로 승부하는 개발자,팀노바,8:26,2022-12-28,오후 8:14,,1
367,🔥서비스 종료 소식에 '9년 동안 묵혀놓았던 역대급 초희귀 카트' 를 꺼냈습니다...,이중선,9:13,2022-12-28,오후 8:11,,0
368,더 나은 내일을 위한 카카오의 약속 | if(kakao)dev2022,카카오,34:06,2022-12-28,오전 9:44,,1
369,[특강] IT 대기업 100%  합격하는 방법,큰돌의터전,25:15,2022-12-28,오전 9:44,,0
370,그래도 안 깨집니다 | 강화유리 사기 전 봐야할 영상,Dragon Lake,40:09,2022-12-28,오전 9:43,,0
371,(입중계) 대한민국 vs 가나 with 하이라이트,OFFICIAL HIGHLIGHT,3:04:31,2022-12-28,오전 2:03,,1
372,붕어빵 사냥 [닌자 머스트 다이],PAKA,16:44,2022-12-28,오전 1:46,,1
373,"미쳤따리 미쳤다!🥳 성능, 디자인, 조작감 전부 역대급 UMPC '아야네오 2'",도레,11:16,2022-12-28,오전 1:42,,1
374,[메이플] 리마스터 1.7 플위 스우 5분컷!!,만불,5:41,2022-12-27,오후 10:19,,1
375,메강력 캡존탁의 야간 메이플 [메이플:LIVE],캡틴김수호,8:42:09,2022-12-27,오후 10:16,,0
376,"메악귀가 알려주는 하이퍼 버닝 직업 추천 [메이플스토리, 페이지]",페이지,6:28,2022-12-27,오후 10:13,,1
377,하이퍼버닝 유입 메린이분들 지금 이 템세팅은 절대 하지마세요!!,글자네 YouTube,11:49,2022-12-27,오후 10:12,,0
378,에테르넬 굉장하다,글자네 YouTube,0:30,2022-12-27,오후 10:12,,1
379,"위쳐 3 차세대 버전 ""무조건 따라하기"" 끝내주게 재밌다(기타 꿀팁 및 불사신 스킬)",라미월드,25:58,2022-12-27,오후 10:10,,0
380,Witcher 3: Don't Miss These Quests in the Next Gen Edition.,xLetalis,13:41,2022-12-27,오후 10:08,,0
381,"토플 단기간 고득점 공부방법 모두 공개합니다 | 리딩, 리스닝 꿀팁과 스피킹 라이팅 템플릿 공유",곰사원은 곰대표,12:24,2022-12-27,오후 10:07,,0
382,"[현장영상] 대통령에게 참사 보고받은 이상민 ""문제 있다고 생각하지 않는다"" / JTBC News",JTBC News,6:00,2022-12-27,오후 10:01,,1
383,"[가야가야를 만나다] 월 1억, 매장 4개 냈던 '골목식당' 백종원 극찬 대박맛집...충격적인 현재 근황 (직접 먹어봤습니다)",근황올림픽,7:00,2022-12-27,오후 9:57,,1
